QW_SEQ,SITE_ID,SITE_NAME,SAMPLE_DATE,LATITUDE,LONGITUDE,R_TOT_ORG_CARBON,TOT_ORG_CARBON_MGL,UPD_TOT_ORG_CARBON,R_DISS_ORG_CARBON,DISS_ORG_CARBON_MGL,R_SULFATE_MGL,SULFATE_MGL,R_PH,PH,R_TOT_UNFILTERED_MEHG,TOT_UNFILTERED_MEHG_NGL,UPD_TOT_UNFILTERED_MEHG,SUBS_R_TOT_UNFILTERED_MEHG,SUBS_TOT_UNFILTERED_MEHG,R_DISS_MEHG,DISS_MEHG_NGL,UPD_DISS_MEHG,SUBS_R_DISS_MEHG,SUBS_DISS_MEHG,R_PARTICULATE_MEHG,PARTICULATE_MEHG_NGL,SUBS_R_PARTICULATE_MEHG,SUBS_PARTICULATE_MEHG,R_TOT_UNFILTERED_HG,TOT_UNFILTERED_HG_NGL,UPD_TOT_UNFILTERED_HG,R_PARTICULATE_HG,PARTICULATE_HG_NGL,R_DISS_HG,DISS_HG_NGL,UPD_DISS_HG,SUBS_R_DISS_HG,SUBS_DISS_HG,SOURCE_TABLE
3786,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,4/5/2007,43.9773889,-74.2704167,,5.064,,,4.9,,3.512,,5.8,,,,,,<,0.04,,<,0.04,,0.0124,,0.0124,,,,,0.3825,,2.06,,,2.06,NAWQA_NY_SC_H20SELECT_20090206
3787,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,4/5/2007,43.9773889,-74.2704167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3788,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,4/20/2007,43.9773889,-74.2704167,,,,,4.6,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3789,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,5/3/2007,43.9773889,-74.2704167,,6.242,,,6.1,,3.403,,5.9,,,,,,<,0.04,,<,0.04,,0.0096,,0.0096,,,,,0.3536,,2.45,,,2.45,NAWQA_NY_SC_H20SELECT_20090206
3790,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,5/3/2007,43.9773889,-74.2704167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3791,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,5/21/2007,43.9773889,-74.2704167,,7.721,,,7.3,,3.688,,6.22,,,,,,<,0.04,,<,0.04,,0.0236,,0.0236,,,,,0.4352,,2.4,,,2.4,NAWQA_NY_SC_H20SELECT_20090206
3792,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,6/13/2007,43.9773889,-74.2704167,,8.926,,,8.2,,3.465,,6.66,,,,,,,0.19,,,0.19,,0.0449,,0.0449,,,,,0.3375,,1.78,,,1.78,NAWQA_NY_SC_H20SELECT_20090206
3793,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,7/19/2007,43.9773889,-74.2704167,,8.067,,,7.4,,3.119,,6.33,,,,,,,0.16,,,0.16,,0.041,,0.041,,,,,0.426,,1.74,,,1.74,NAWQA_NY_SC_H20SELECT_20090206
3794,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,8/21/2007,43.9773889,-74.2704167,,9.379,,,8.6,,2.959,,7.99,,,,,,,0.1,,,0.1,,0.037,,0.037,,,,,0.408,,1.36,,,1.36,NAWQA_NY_SC_H20SELECT_20090206
3795,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,8/21/2007,43.9773889,-74.2704167,,9.537,,,8.7,,2.921,,,,,,,,,0.11,,,0.11,,0.032,,0.032,,,,,0.393,,1.34,,,1.34,NAWQA_NY_SC_H20SELECT_20090206
3796,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,9/7/2007,43.9773889,-74.2704167,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3797,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,9/26/2007,43.9773889,-74.2704167,,7.784,,,7,,2.927,,7.18,,,,,,,0.1,,,0.1,,0.03,,0.03,,,,,0.441,,1.06,,,1.06,NAWQA_NY_SC_H20SELECT_20090206
3798,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,10/11/2007,43.9773889,-74.2704167,,7.877,,,7,,3.458,,7,,,,,,,0.1,,,0.1,,0.03,,0.03,,,,,0.625,,1.2,,,1.2,NAWQA_NY_SC_H20SELECT_20090206
3799,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,10/22/2007,43.9773889,-74.2704167,,9.207,,,8.8,,5.335,,6.79,,,,,,<,0.04,,<,0.04,,0.034,,0.034,,,,,0.338,,2.08,,,2.08,NAWQA_NY_SC_H20SELECT_20090206
3800,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,10/24/2007,43.9773889,-74.2704167,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3801,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,11/28/2007,43.9773889,-74.2704167,,7.731,,,7.6,,4.978,,6.04,,,,,,<,0.04,,<,0.04,<,0.01,<,0.01,,,,,0.272,,1.83,,,1.83,NAWQA_NY_SC_H20SELECT_20090206
3802,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,1/2/2008,43.9773889,-74.2704167,,5.86,,,5.8,,4.704,,5.87,,,,,,,0.1,,,0.1,<,0.01,<,0.01,,,,,0.227,,1.5,,,1.5,NAWQA_NY_SC_H20SELECT_20090206
3803,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,1/10/2008,43.9773889,-74.2704167,,7.009,,,6.7,,4.007,,5.7,,,,,,<,0.04,,<,0.04,,0.02,,0.02,,,,,0.666,,2.05,,,2.05,NAWQA_NY_SC_H20SELECT_20090206
3804,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,2/14/2008,43.9773889,-74.2704167,,5.233,,,5.1,,4.767,,5.94,,,,,,,0.15,,,0.15,<,0.01,<,0.01,,,,,0.218,,1.39,,,1.39,NAWQA_NY_SC_H20SELECT_20090206
3805,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,3/11/2008,43.9773889,-74.2704167,,6.739,,,6.6,,3.753,,5.55,,,,,,,0.08,,,0.08,<,0.01,<,0.01,,,,,0.475,,2.29,,,2.29,NAWQA_NY_SC_H20SELECT_20090206
3806,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,4/2/2008,43.9773889,-74.2704167,,4.96,,,4.9,,4.128,,5.9,,,,,,,0.08,,,0.08,<,0.01,<,0.01,,,,,0.128,,1.64,,,1.64,NAWQA_NY_SC_H20SELECT_20090206
3807,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,4/12/2008,43.9773889,-74.2704167,,6.065,,,5.9,,3.158,,6.57,,,,,,<,0.04,,<,0.04,,0.01,,0.01,,,,,0.445,,2.32,,,2.32,NAWQA_NY_SC_H20SELECT_20090206
3808,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,4/20/2008,43.9773889,-74.2704167,,6.333,,,6.2,,3.336,,6.47,,,,,,E,0.04,,E,0.04,<,0.01,<,0.01,,,,,0.331,,2.62,,,2.62,NAWQA_NY_SC_H20SELECT_20090206
3809,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,5/1/2008,43.9773889,-74.2704167,,7.679,,,7.4,,3.429,,6.31,,,,,,,0.1,,,0.1,,0.01,,0.01,,,,,0.319,,2.63,,,2.63,NAWQA_NY_SC_H20SELECT_20090206
3810,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,5/21/2008,43.9773889,-74.2704167,,6.47,,,5.8,,3.601,,6.84,,,,,,,0.13,,,0.13,,0.036,,0.036,,,,,0.687,,1.58,,,1.58,NAWQA_NY_SC_H20SELECT_20090206
3811,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,6/12/2008,43.9773889,-74.2704167,,8.93,,,8.4,,3.42,,6.79,,,,,,,0.2,,,0.2,,0.033,,0.033,,,,,0.619,,2.52,,,2.52,NAWQA_NY_SC_H20SELECT_20090206
3812,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,7/2/2008,43.9773889,-74.2704167,,9.001,,,8.1,,2.898,,6.74,,,,,,,0.27,,,0.27,,0.056,,0.056,,,,,0.38,,2.17,,,2.17,NAWQA_NY_SC_H20SELECT_20090206
3813,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,7/21/2008,43.9773889,-74.2704167,,10.456,,,9.6,,2.69,,6.52,,,,,,,0.22,,,0.22,,0.035,,0.035,,,,,0.346,,1.75,,,1.75,NAWQA_NY_SC_H20SELECT_20090206
3814,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,7/21/2008,43.9773889,-74.2704167,,9.388,,,8.6,,2.698,,,,,,,,,0.15,,,0.15,,0.04,,0.04,,,,,0.32,,2.01,,,2.01,NAWQA_NY_SC_H20SELECT_20090206
3815,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,8/6/2008,43.9773889,-74.2704167,,11.647,,,10.9,,2.622,,6.39,,,,,,,0.45,,,0.45,,0.07,,0.07,,,,,0.598,,3.16,,,3.16,NAWQA_NY_SC_H20SELECT_20090206
3816,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,8/27/2008,43.9773889,-74.2704167,,12.301,,,11.3,,2.693,,6.43,,,,,,,0.32,,,0.32,,0.05,,0.05,,,,,0.643,,2.87,,,2.87,NAWQA_NY_SC_H20SELECT_20090206
3817,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,9/11/2008,43.9773889,-74.2704167,,9.098,,,8.2,,2.893,,6.84,,,,,,,0.17,,,0.17,,0.03,,0.03,,,,,0.581,,1.55,,,1.55,NAWQA_NY_SC_H20SELECT_20090206
3818,0131199050,FISHING BROOK (COUNTY LINE FLOW) NR NEWCOMB,10/6/2008,43.9773889,-74.2704167,,8.993,,,8.4,,2.944,,6.93,,,,,,,,,,,,0.02,,0.02,,,,,0.397,,1.64,,,1.64,NAWQA_NY_SC_H20SELECT_20090206
3819,01311992,ARBUTUS POND OUTLET NEAR NEWCOMB NY,5/1/2006,43.9822859,-74.2354325,,,,,4.9,,,,6.2,<,0.04,0.037280171,,0.037280171,,,,,,,,,,,2.01,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3820,01311992,ARBUTUS POND OUTLET NEAR NEWCOMB NY,8/21/2006,43.9822859,-74.2354325,,,,,7.3,,,,6.33,,0.14,,,0.14,,,,,,,,,,,1.71,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3821,435937074144301,ARCHER CR NR NEWCOMB NY,5/3/2006,43.9936111,-74.2452778,,,,,5.8,,,,6.1,,0.14,,,0.14,,,,,,,,,,,2.28,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3822,435937074144301,ARCHER CR NR NEWCOMB NY,8/21/2006,43.9936111,-74.2452778,,,,,13.4,,,,6.36,,1.54,,,1.54,,,,,,,,,,,5.13,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3823,0131185005,CALAMITY BROOK AT MOUTH NEAR TAHAWUS NY,5/4/2006,44.0911679,-74.0557043,,,,,4,,,,5.7,<,0.04,,<,0.04,,,,,,,,,,,0.84,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3824,0131185005,CALAMITY BROOK AT MOUTH NEAR TAHAWUS NY,8/23/2006,44.0911679,-74.0557043,,,,,3.7,,,,6.54,,0.15,,,0.15,,,,,,,,,,,0.92,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3825,01311990,FISHING BROOK AT 28N NEAR LONG LAKE NY,5/3/2006,43.9780556,-74.3366667,,,,,5.1,,,,6.6,,0.11,,,0.11,,,,,,,,,,,1.86,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3826,01311990,FISHING BROOK AT 28N NEAR LONG LAKE NY,8/21/2006,43.9780556,-74.3366667,,,,,6.4,,,,6.86,,,,,,,,,,,,,,,,2.25,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3827,01311990,FISHING BROOK AT 28N NEAR LONG LAKE NY,3/27/2007,43.9780556,-74.3366667,,4.455,,,4.2,,3.702,,5.86,,,,,,,0.1,,,0.1,,0.0321,,0.0321,,,,,0.5618,,1.55,,,1.55,NAWQA_NY_SC_H20SELECT_20090206
3828,01311990,FISHING BROOK AT 28N NEAR LONG LAKE NY,5/23/2007,43.9780556,-74.3366667,,6.014,,,5.8,,3.938,,6.13,,,,,,,0.15,,,0.15,,0.0221,,0.0221,,,,,0.2893,,1.77,,,1.77,NAWQA_NY_SC_H20SELECT_20090206
3829,01311990,FISHING BROOK AT 28N NEAR LONG LAKE NY,8/22/2007,43.9780556,-74.3366667,,8.122,,,7.6,,2.658,,7,,0.22,,,0.22,,,,,,,0.021,,0.021,,,,,0.247,,1.58,,,1.58,NAWQA_NY_SC_H20SELECT_20090206
3830,01311990,FISHING BROOK AT 28N NEAR LONG LAKE NY,10/24/2007,43.9780556,-74.3366667,,13.33,,,12.9,,4.816,,5.9,,,,,,,0.2,,,0.2,,0.036,,0.036,,,,,0.636,,3.8,,,3.8,NAWQA_NY_SC_H20SELECT_20090206
3831,01311990,FISHING BROOK AT 28N NEAR LONG LAKE NY,5/20/2008,43.9780556,-74.3366667,,6.111,,,5.6,,3.874,,6.82,,,,,,,0.13,,,0.13,,0.02,,0.02,,,,,0.296,,1.77,,,1.77,NAWQA_NY_SC_H20SELECT_20090206
3832,01311990,FISHING BROOK AT 28N NEAR LONG LAKE NY,6/24/2008,43.9780556,-74.3366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3833,01311990,FISHING BROOK AT 28N NEAR LONG LAKE NY,6/24/2008,43.9780556,-74.3366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3834,01311990,FISHING BROOK AT 28N NEAR LONG LAKE NY,7/23/2008,43.9780556,-74.3366667,,12.134,,,11.8,,3.343,,6.17,,,,,,,0.37,,,0.37,,0.032,,0.032,,,,,0.442,,3.56,,,3.56,NAWQA_NY_SC_H20SELECT_20090206
3835,01311990,FISHING BROOK AT 28N NEAR LONG LAKE NY,10/8/2008,43.9780556,-74.3366667,,8.734,,,8.3,,3.344,,6.47,,,,,,,0.26,,,0.26,,0.02,,0.02,,,,,0.334,,2.25,,,2.25,NAWQA_NY_SC_H20SELECT_20090206
3836,01311989,FISHING BROOK NEAR LONG LAKE NY,8/22/2007,43.9729722,-74.3284167,,5.912,,,5.5,,2.948,,6.77,,,,,,,0.5,,,0.5,,0.03,,0.03,,,,,0.346,,1.7,,,1.7,NAWQA_NY_SC_H20SELECT_20090206
3837,01311989,FISHING BROOK NEAR LONG LAKE NY,10/24/2007,43.9729722,-74.3284167,,12.069,,,11.7,,4.924,,5.94,,,,,,,0.13,,,0.13,,0.033,,0.033,,,,,0.715,,3.43,,,3.43,NAWQA_NY_SC_H20SELECT_20090206
3838,01311989,FISHING BROOK NEAR LONG LAKE NY,5/20/2008,43.9729722,-74.3284167,,5.096,,,4.9,,4.009,,6.62,,,,,,,0.33,,,0.33,,0.015,,0.015,,,,,0.395,,1.7,,,1.7,NAWQA_NY_SC_H20SELECT_20090206
3839,01311989,FISHING BROOK NEAR LONG LAKE NY,7/23/2008,43.9729722,-74.3284167,,10.601,,,10.3,,3.388,,6.33,,,,,,,0.64,,,0.64,,0.046,,0.046,,,,,0.542,,3.01,,,3.01,NAWQA_NY_SC_H20SELECT_20090206
3840,01311989,FISHING BROOK NEAR LONG LAKE NY,10/8/2008,43.9729722,-74.3284167,,6.486,,,6.3,,3.74,,6.72,,,,,,,,,,,,,,,,,,,0.307,,1.58,,,1.58,NAWQA_NY_SC_H20SELECT_20090206
3841,0131199040,FISHING BR ABOVE CNTY LINE FLOW NR LONG LAKE NY,3/28/2007,43.9875833,-74.2913333,,5.051,,,4.5,,3.557,,5.74,,,,,,<,0.04,,<,0.04,,0.026,,0.026,,,,,0.7588,,1.65,,,1.65,NAWQA_NY_SC_H20SELECT_20090206
3842,0131199040,FISHING BR ABOVE CNTY LINE FLOW NR LONG LAKE NY,5/22/2007,43.9875833,-74.2913333,,6.885,,,6.7,,3.803,,6.08,,,,,,,0.22,,,0.22,,0.0214,,0.0214,,,,,0.2073,,1.99,,,1.99,NAWQA_NY_SC_H20SELECT_20090206
3843,0131199040,FISHING BR ABOVE CNTY LINE FLOW NR LONG LAKE NY,8/22/2007,43.9875833,-74.2913333,,6.625,,,6.5,,3.433,,6.87,,,,,,,0.27,,,0.27,,0.02,,0.02,,,,,0.222,,1.36,,,1.36,NAWQA_NY_SC_H20SELECT_20090206
3844,0131199040,FISHING BR ABOVE CNTY LINE FLOW NR LONG LAKE NY,10/22/2007,43.9875833,-74.2913333,,12.204,,,11.9,,6.189,,6.43,,,,,,,0.32,,,0.32,,0.025,,0.025,,,,,0.333,,3.09,,,3.09,NAWQA_NY_SC_H20SELECT_20090206
3845,0131199040,FISHING BR ABOVE CNTY LINE FLOW NR LONG LAKE NY,5/19/2008,43.9875833,-74.2913333,,6.12,,,5.9,,3.673,,6.99,,,,,,,0.19,,,0.19,,0.02,,0.02,,,,,0.397,,1.78,,,1.78,NAWQA_NY_SC_H20SELECT_20090206
3846,0131199040,FISHING BR ABOVE CNTY LINE FLOW NR LONG LAKE NY,7/21/2008,43.9875833,-74.2913333,,14.575,,,13.7,,3.108,,6.15,,,,,,,0.34,,,0.34,,0.066,,0.066,,,,,0.91,,3.93,,,3.93,NAWQA_NY_SC_H20SELECT_20090206
3847,0131199029,PICKWACKET POND INLET NEAR LONG LAKE NY,7/23/2008,44.00825,-74.3117222,,6.955,,,6.5,,5.176,,7.12,,,,,,<,0.04,,<,0.04,<,0.01,<,0.01,,,,,0.583,,2.24,,,2.24,NAWQA_NY_SC_H20SELECT_20090206
3848,0131199029,PICKWACKET POND INLET NEAR LONG LAKE NY,10/8/2008,44.00825,-74.3117222,,4.387,,,3.5,,7.461,,7.4,,,,,,,,,,,<,0.01,<,0.01,,,,,0.372,,0.96,,,0.96,NAWQA_NY_SC_H20SELECT_20090206
3849,0131199035,PICKWACKET POND OUTLET AT MOUTH NR LONG LAKE NY,5/22/2007,43.9928409,-74.3090471,,5.327,,,4.9,,3.227,,6.23,,,,,,,,,,,,,,,,,,,0.3473,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3850,0131199035,PICKWACKET POND OUTLET AT MOUTH NR LONG LAKE NY,8/20/2007,43.9928409,-74.3090471,,4.137,,,3.8,,3.086,,7.36,,,,,,,,,,,<,0.012,<,0.012,,,,,0.076,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3851,NP071,Nymph Lake mid lake,9/27/1995,444503,1104336,,,,,4.1,,,,8,,0.092,,,0.092,,,,,,,,,,,231.54,,,,,,,,,NPS_LAKES_WOUT_MILLS
3852,NP071,Nymph Lake outlet,9/27/1995,444503,1104336,,,,,3.7,,,,6.58,,0.247,,,0.247,,,,,,,,,,,344.29,,,,,,,,,NPS_LAKES_WOUT_MILLS
3853,NP071,Nymph Lake outlet,9/27/1995,444503,1104336,,,,,3.7,,,,8.03,,0.211,,,0.211,,,,,,,,,,,351.04,,,,,,,,,NPS_LAKES_WOUT_MILLS
3854,02175000,"EDISTO RIVER NR GIVHANS, SC",7/8/1999,33.0279465,-80.3914876,,,,,,,3.567,,6,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3855,02175000,"EDISTO RIVER NR GIVHANS, SC",8/5/1999,33.0279465,-80.3914876,,,,,,,5.83,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3856,02175000,"EDISTO RIVER NR GIVHANS, SC",9/9/1999,33.0279465,-80.3914876,,,,,,,5.83,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3857,02175000,"EDISTO RIVER NR GIVHANS, SC",10/7/1999,33.0279465,-80.3914876,,,,,,,10.14,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3858,02175000,"EDISTO RIVER NR GIVHANS, SC",11/29/1999,33.0279465,-80.3914876,,,,,,,3.67,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3859,02175000,"EDISTO RIVER NR GIVHANS, SC",12/13/1999,33.0279465,-80.3914876,,,,,,,3.5,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3860,02175000,"EDISTO RIVER NR GIVHANS, SC",1/31/2000,33.0279465,-80.3914876,,,,,,,6.46,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3861,02175000,"EDISTO RIVER NR GIVHANS, SC",4/11/2007,33.0279465,-80.3914876,,,,,,,6.764,,5.93,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3862,02175000,"EDISTO RIVER NR GIVHANS, SC",5/3/2007,33.0279465,-80.3914876,,,,,,,6.168,,5.95,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3863,02175000,"EDISTO RIVER NR GIVHANS, SC",5/30/2007,33.0279465,-80.3914876,,,,,,,12.056,,6.38,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3864,02175000,"EDISTO RIVER NR GIVHANS, SC",6/12/2007,33.0279465,-80.3914876,,,,,,,9.062,,6.19,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3865,02175000,"EDISTO RIVER NR GIVHANS, SC",7/17/2007,33.0279465,-80.3914876,,,,,,,12.679,,6.13,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3866,02175000,"EDISTO RIVER NR GIVHANS, SC",7/17/2007,33.0279465,-80.3914876,,,,,,,12.715,,6.13,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3867,02175000,"EDISTO RIVER NR GIVHANS, SC",7/30/2007,33.0279465,-80.3914876,,,,,,,10.78,,6.47,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3868,02175000,"EDISTO RIVER NR GIVHANS, SC",8/29/2007,33.0279465,-80.3914876,,,,,,,15.888,,6.88,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3869,02175000,"EDISTO RIVER NR GIVHANS, SC",9/12/2007,33.0279465,-80.3914876,,,,,11,,18.153,,6.28,,,,,,,0.37,,,0.37,,0.055,,0.055,,,,,1.193,,2.55,,,2.55,NAWQA_NY_SC_H20SELECT_20090206
3870,02175000,"EDISTO RIVER NR GIVHANS, SC",9/12/2007,33.0279465,-80.3914876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3871,02175000,"EDISTO RIVER NR GIVHANS, SC",9/12/2007,33.0279465,-80.3914876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3872,02175000,"EDISTO RIVER NR GIVHANS, SC",9/26/2007,33.0279465,-80.3914876,,,,,,,13.292,,6.94,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3873,02175000,"EDISTO RIVER NR GIVHANS, SC",11/6/2007,33.0279465,-80.3914876,,4.328,,,4.1,,11.754,,6.63,,,,,,,0.06,,,0.06,<,0.01,<,0.01,,,,,0.403,,1.17,,,1.17,NAWQA_NY_SC_H20SELECT_20090206
3874,02175000,"EDISTO RIVER NR GIVHANS, SC",12/12/2007,33.0279465,-80.3914876,,3.879,,,3.4,,13.787,,5.85,,,,,,E,0.04,,E,0.04,,0.02,,0.02,,,,,1.185,,5.45,,,5.45,NAWQA_NY_SC_H20SELECT_20090206
3875,02175000,"EDISTO RIVER NR GIVHANS, SC",8/13/2008,33.0279465,-80.3914876,,4.904,,,4,,14.365,,6.48,,,,,,,0.13,,,0.13,,0.02,,0.02,,,,,1.214,,1.45,,,1.45,NAWQA_NY_SC_H20SELECT_20090206
3876,02175000,"EDISTO RIVER NR GIVHANS, SC",2/2/2009,33.0279465,-80.3914876,,,,,,,,,6.51,,,,,,,,,,,,,,,,,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3877,330319080241600,"FOUR HOLE SWAMP NEAR RIDGEVILLE,SC",6/26/2006,33.0554455,-80.4042652,,,,,,,,,6.84,,0.63,,,0.63,,,,,,,,,,,3.74,,,,,,,,,NAWQA_NY_SC_H20SELECT_20090206
3878,3344250813538,GULLY CREEK AT MCTIER CREEK,6/4/2007,33.7402778,-81.5938889,,9.486,,,7.6,,0.808,,5.51,,,,,,,0.13,,,0.13,,0.0358,,0.0358,,,,,1.2193,,1.74,,,1.74,NAWQA_NY_SC_H20SELECT_20090206
3879,3344250813538,GULLY CREEK AT MCTIER CREEK,7/23/2007,33.7402778,-81.5938889,,5.315,,,4.7,,0.401,,2.94,,,,,,,0.11,,,0.11,,0.068,,0.068,,,,,0.864,,1.52,,,1.52,NAWQA_NY_SC_H20SELECT_20090206
3880,3344250813538,GULLY CREEK AT MCTIER CREEK,11/26/2007,33.7402778,-81.5938889,,5.18,,,4.1,,0.746,,5.32,,,,,,<,0.04,0.0326,,0.0326,<,0.01,<,0.01,,,,,0.678,,0.96,,,0.96,NAWQA_NY_SC_H20SELECT_20090206
3881,3344250813538,GULLY CREEK AT MCTIER CREEK,3/18/2008,33.7402778,-81.5938889,,5.803,,,5.3,,1.032,,4.91,,,,,,,0.06,,,0.06,,0.01,,0.01,,,,,0.743,,1.28,,,1.28,NAWQA_NY_SC_H20SELECT_20090206
3882,3344250813538,GULLY CREEK AT MCTIER CREEK,4/14/2008,33.7402778,-81.5938889,,6.396,,,5.6,,0.741,,5.05,,,,,,,0.06,,,0.06,<,0.01,<,0.01,,,,E,0.319,,1.81,,,1.81,NAWQA_NY_SC_H20SELECT_20090206
3883,3344250813538,GULLY CREEK AT MCTIER CREEK,6/3/2008,33.7402778,-81.5938889,,,,,5.2,,0.439,,5.14,,,,,,,0.16,,,0.16,,0.059,,0.059,,,,,1.452,,2.31,,,2.31,NAWQA_NY_SC_H20SELECT_20090206
3884,3344250813538,GULLY CREEK AT MCTIER CREEK,10/6/2008,33.7402778,-81.5938889,,5.343,,,4.1,,0.377,,5.03,,,,,,,,,,,<,0.01,<,0.01,,,,,0.657,,1.09,,,1.09,NAWQA_NY_SC_H20SELECT_20090206
3885,3345100813509,"GULLY CREEK BRIDGE ON SHOALS RD NEAR MONETTA,SC",6/4/2007,33.7527778,-81.5858333,,8.33,,,7,,0.745,,5.38,,,,,,,0.2,,,0.2,,0.0413,,0.0413,,,,,0.78,,1.68,,,1.68,NAWQA_NY_SC_H20SELECT_20090206
